Pointing,GLat,GLong
PKS_0496_2019-08-13T04:00,36.4,3.64
PKS_0496_2019-08-13T04:00,36.52,3.84
PKS_0496_2019-08-13T04:00,37.57,3.64
PKS_0496_2019-08-13T04:00,37.68,3.84
PKS_0496_2019-08-13T04:00,37.8,3.64
PKS_0496_2019-08-13T04:00,37.92,3.84
PKS_0496_2019-08-13T04:00,38.97,3.64
PKS_0496_2019-08-13T04:00,39.08,3.84
PKS_0496_2019-08-13T04:00,39.32,3.84
PKS_0496_2019-08-13T04:00,40.37,3.64
PKS_0496_2019-08-13T04:00,40.48,3.84
PKS_0496_2019-08-13T04:00,40.6,3.64
PKS_0496_2019-08-13T04:00,54.02,2.63
PKS_0496_2019-08-13T04:00,55.18,2.63
PKS_0496_2019-08-13T04:00,55.3,2.42
PKS_0496_2019-08-13T04:00,55.42,2.63
PKS_0496_2019-08-13T04:00,56.58,2.63
PKS_0496_2019-08-13T04:00,56.7,2.42
PKS_0496_2019-08-13T04:00,56.82,2.63
PKS_0496_2019-08-13T04:00,40.72,3.84
PKS_0496_2019-08-13T04:00,41.77,3.64
PKS_0496_2019-08-13T04:00,42.0,3.64
PKS_0496_2019-08-13T04:00,57.87,2.42
PKS_0496_2019-08-13T04:00,57.98,2.63
PKS_0496_2019-08-13T04:00,58.1,2.42
PKS_0496_2019-08-13T04:00,41.88,3.84
PKS_0496_2019-08-13T04:00,42.12,3.84
PKS_0496_2019-08-13T04:00,43.28,3.84
PKS_0496_2019-08-13T04:00,43.4,3.64
PKS_0496_2019-08-13T04:00,43.52,3.84
PKS_0496_2019-08-13T04:00,340.9,-2.42
PKS_0496_2019-08-13T04:00,342.18,-2.22
PKS_0496_2019-08-13T04:00,342.07,-2.42
PKS_0496_2019-08-13T04:00,342.42,-2.22
PKS_0496_2019-08-13T04:00,342.3,-2.42
PKS_0496_2019-08-13T04:00,355.48,-3.44
PKS_0496_2019-08-13T04:00,355.72,-3.44
PKS_0496_2019-08-13T04:00,355.6,-3.64
PKS_0496_2019-08-13T04:00,356.88,-3.44
PKS_0496_2019-08-13T04:00,356.77,-3.64
PKS_0496_2019-08-13T04:00,357.12,-3.44
PKS_0496_2019-08-13T04:00,357.0,-3.64
PKS_0496_2019-08-13T04:00,358.28,-3.44
PKS_0496_2019-08-13T04:00,358.17,-3.64
PKS_0496_2019-08-13T04:00,358.52,-3.44
PKS_0496_2019-08-13T04:00,358.4,-3.64
PKS_0496_2019-08-13T04:00,359.68,-3.44
PKS_0496_2019-08-13T04:00,359.57,-3.64
PKS_0496_2019-08-13T04:00,359.92,-3.44
PKS_0496_2019-08-13T04:00,359.8,-3.64
PKS_0496_2019-08-13T04:00,299.6,-46.76
PKS_0496_2019-08-13T04:00,299.83,-46.76
PKS_0496_2019-08-13T04:00,299.72,-46.56
PKS_0496_2019-08-13T04:00,301.0,-46.76
PKS_0498_2019-08-15T04:00,258.3,-2.42
PKS_0498_2019-08-15T04:00,258.18,-2.22
PKS_0498_2019-08-15T04:00,258.42,-2.22
PKS_0498_2019-08-15T04:00,259.47,-2.42
PKS_0498_2019-08-15T04:00,259.7,-2.42
PKS_0498_2019-08-15T04:00,352.68,-3.44
PKS_0498_2019-08-15T04:00,352.92,-3.44
PKS_0498_2019-08-15T04:00,353.97,-3.64
PKS_0498_2019-08-15T04:00,357.82,-4.65
PKS_0498_2019-08-15T04:00,358.98,-4.65
PKS_0498_2019-08-15T04:00,358.87,-4.85
PKS_0498_2019-08-15T04:00,359.22,-4.65
PKS_0498_2019-08-15T04:00,354.08,-3.44
PKS_0498_2019-08-15T04:00,354.32,-3.44
PKS_0498_2019-08-15T04:00,354.2,-3.64
PKS_0498_2019-08-15T04:00,359.68,-5.86
PKS_0498_2019-08-15T04:00,359.92,-5.86
PKS_0498_2019-08-15T04:00,15.52,6.26
PKS_0498_2019-08-15T04:00,16.57,6.06
PKS_0498_2019-08-15T04:00,17.97,6.06
PKS_0498_2019-08-15T04:00,18.32,6.26
PKS_0498_2019-08-15T04:00,19.37,6.06
PKS_0498_2019-08-15T04:00,19.6,6.06
PKS_0498_2019-08-15T04:00,19.48,6.26
PKS_0498_2019-08-15T04:00,20.77,6.06
PKS_0498_2019-08-15T04:00,20.88,6.26
PKS_0498_2019-08-15T04:00,21.0,6.06
PKS_0498_2019-08-15T04:00,21.12,6.26
PKS_0498_2019-08-15T04:00,22.17,6.06
PKS_0498_2019-08-15T04:00,22.28,6.26
PKS_0498_2019-08-15T04:00,22.4,6.06
PKS_0498_2019-08-15T04:00,22.52,6.26
PKS_0498_2019-08-15T04:00,23.57,6.06
PKS_0498_2019-08-15T04:00,23.68,6.26
PKS_0498_2019-08-15T04:00,25.2,6.06
PKS_0498_2019-08-15T04:00,25.08,6.26
PKS_0498_2019-08-15T04:00,25.32,6.26
PKS_0498_2019-08-15T04:00,26.37,6.06
PKS_0498_2019-08-15T04:00,26.72,6.26
PKS_0498_2019-08-15T04:00,27.77,6.06
PKS_0498_2019-08-15T04:00,28.0,6.06
PKS_0498_2019-08-15T04:00,39.78,5.05
PKS_0498_2019-08-15T04:00,39.9,4.85
PKS_0498_2019-08-15T04:00,40.02,5.05
PKS_0498_2019-08-15T04:00,41.07,4.85
PKS_0498_2019-08-15T04:00,41.18,5.05
PKS_0498_2019-08-15T04:00,41.3,4.85
PKS_0498_2019-08-15T04:00,41.42,5.05
PKS_0498_2019-08-15T04:00,42.7,4.85
PKS_0498_2019-08-15T04:00,42.82,5.05
PKS_0498_2019-08-15T04:00,43.98,5.05
PKS_0498_2019-08-15T04:00,44.1,4.85
PKS_0498_2019-08-15T04:00,44.22,5.05
PKS_0498_2019-08-15T04:00,45.27,4.85
PKS_0498_2019-08-15T04:00,45.38,5.05
PKS_0498_2019-08-15T04:00,45.62,5.05
PKS_0498_2019-08-15T04:00,46.78,5.05
PKS_0498_2019-08-15T04:00,47.02,5.05
PKS_0498_2019-08-15T04:00,48.3,4.85
PKS_0498_2019-08-15T04:00,48.18,5.05
PKS_0498_2019-08-15T04:00,48.42,5.05
PKS_0498_2019-08-15T04:00,49.47,4.85
PKS_0498_2019-08-15T04:00,50.87,4.85
PKS_0498_2019-08-15T04:00,50.98,5.05
PKS_0498_2019-08-15T04:00,51.1,4.85
PKS_0498_2019-08-15T04:00,51.22,5.05
PKS_0498_2019-08-15T04:00,52.27,4.85
PKS_0498_2019-08-15T04:00,52.38,5.05
PKS_0498_2019-08-15T04:00,52.5,4.85
PKS_0498_2019-08-15T04:00,52.62,5.05
PKS_0498_2019-08-15T04:00,53.9,4.85
PKS_0498_2019-08-15T04:00,27.88,6.26
PKS_0498_2019-08-15T04:00,28.12,6.26
PKS_0498_2019-08-15T04:00,55.18,5.05
PKS_0498_2019-08-15T04:00,55.3,4.85
PKS_0498_2019-08-15T04:00,57.87,4.85
PKS_0498_2019-08-15T04:00,57.98,5.05
PKS_0498_2019-08-15T04:00,29.17,6.06
PKS_0498_2019-08-15T04:00,29.28,6.26
PKS_0498_2019-08-15T04:00,29.4,6.06
PKS_0498_2019-08-15T04:00,30.57,6.06
PKS_0498_2019-08-15T04:00,30.68,6.26
PKS_0498_2019-08-15T04:00,30.92,6.26
PKS_0498_2019-08-15T04:00,31.97,6.06
PKS_0498_2019-08-15T04:00,32.08,6.26
PKS_0498_2019-08-15T04:00,32.2,6.06
PKS_0498_2019-08-15T04:00,32.32,6.26
PKS_0498_2019-08-15T04:00,33.37,6.06
PKS_0498_2019-08-15T04:00,33.6,6.06
PKS_0498_2019-08-15T04:00,33.48,6.26
PKS_0498_2019-08-15T04:00,33.72,6.26
PKS_0498_2019-08-15T04:00,34.77,6.06
PKS_0498_2019-08-15T04:00,34.88,6.26
PKS_0514_2019-10-03T09:30,330.28,-5.86
PKS_0514_2019-10-03T09:30,330.17,-6.06
PKS_0514_2019-10-03T09:30,330.52,-5.86
PKS_0514_2019-10-03T09:30,330.4,-6.06
PKS_0514_2019-10-03T09:30,331.57,-6.06
PKS_0514_2019-10-03T09:30,342.88,-5.86
PKS_0514_2019-10-03T09:30,343.12,-5.86
PKS_0514_2019-10-03T09:30,343.0,-6.06
PKS_0514_2019-10-03T09:30,344.28,-5.86
PKS_0514_2019-10-03T09:30,344.17,-6.06
PKS_0514_2019-10-03T09:30,344.4,-6.06
PKS_0514_2019-10-03T09:30,223.07,-2.42
PKS_0514_2019-10-03T09:30,221.9,-2.42
PKS_0514_2019-10-03T09:30,222.02,-2.22
PKS_0514_2019-10-03T09:30,221.78,-2.22
PKS_0514_2019-10-03T09:30,215.02,-2.22
PKS_0514_2019-10-03T09:30,214.78,-2.22
PKS_0514_2019-10-03T09:30,228.9,-2.42
PKS_0514_2019-10-03T09:30,228.67,-2.42
PKS_0514_2019-10-03T09:30,227.62,-2.22
PKS_0514_2019-10-03T09:30,223.3,-2.42
PKS_0514_2019-10-03T09:30,223.42,-2.22
PKS_0514_2019-10-03T09:30,223.18,-2.22
PKS_0514_2019-10-03T09:30,230.3,-2.42
PKS_0514_2019-10-03T09:30,230.07,-2.42
PKS_0514_2019-10-03T09:30,230.42,-2.22
PKS_0514_2019-10-03T09:30,230.18,-2.22
PKS_0514_2019-10-03T09:30,229.02,-2.22
PKS_0514_2019-10-03T09:30,228.78,-2.22
PKS_0514_2019-10-03T09:30,231.7,-2.42
PKS_0514_2019-10-03T09:30,231.47,-2.42
PKS_0514_2019-10-03T09:30,238.7,-2.42
PKS_0514_2019-10-03T09:30,231.58,-2.22
PKS_0514_2019-10-03T09:30,245.47,-2.42
PKS_0514_2019-10-03T09:30,244.42,-2.22
PKS_0514_2019-10-03T09:30,245.58,-2.22
PKS_0514_2019-10-03T09:30,245.82,-2.22
PKS_0514_2019-10-03T09:30,249.78,-2.22
PKS_0514_2019-10-03T09:30,192.97,-1.21
PKS_0514_2019-10-03T09:30,193.08,-1.01
PKS_0514_2019-10-03T09:30,189.7,-2.42
PKS_0514_2019-10-03T09:30,214.2,-1.21
PKS_0514_2019-10-03T09:30,214.08,-1.01
PKS_0514_2019-10-03T09:30,210.0,-1.21
PKS_0514_2019-10-03T09:30,209.77,-1.21
PKS_0514_2019-10-03T09:30,209.88,-1.01
PKS_0514_2019-10-03T09:30,218.52,-1.01
PKS_0514_2019-10-03T09:30,218.28,-1.01
PKS_0514_2019-10-03T09:30,215.6,-1.21
PKS_0514_2019-10-03T09:30,215.37,-1.21
PKS_0514_2019-10-03T09:30,215.72,-1.01
PKS_0514_2019-10-03T09:30,215.48,-1.01
PKS_0505_2019-08-28T06:00,286.07,0.0
PKS_0505_2019-08-28T06:00,286.18,0.2
PKS_0505_2019-08-28T06:00,286.42,0.2
PKS_0505_2019-08-28T06:00,287.47,0.0
PKS_0505_2019-08-28T06:00,287.7,0.0
PKS_0505_2019-08-28T06:00,289.1,0.0
PKS_0505_2019-08-28T06:00,288.98,0.2
PKS_0505_2019-08-28T06:00,289.22,0.2
PKS_0505_2019-08-28T06:00,290.5,0.0
PKS_0505_2019-08-28T06:00,290.38,0.2
PKS_0505_2019-08-28T06:00,290.62,0.2
PKS_0505_2019-08-28T06:00,318.62,0.2
PKS_0505_2019-08-28T06:00,319.67,0.0
PKS_0505_2019-08-28T06:00,319.78,0.2
PKS_0505_2019-08-28T06:00,319.9,0.0
PKS_0505_2019-08-28T06:00,320.02,0.2
PKS_0505_2019-08-28T06:00,321.18,0.2
PKS_0505_2019-08-28T06:00,325.27,0.0
PKS_0505_2019-08-28T06:00,325.38,0.2
PKS_0505_2019-08-28T06:00,325.5,0.0
PKS_0505_2019-08-28T06:00,325.62,0.2
PKS_0505_2019-08-28T06:00,333.67,0.0
PKS_0505_2019-08-28T06:00,333.9,0.0
PKS_0505_2019-08-28T06:00,333.78,0.2
PKS_0505_2019-08-28T06:00,334.02,0.2
PKS_0505_2019-08-28T06:00,335.07,0.0
PKS_0505_2019-08-28T06:00,335.18,0.2
PKS_0505_2019-08-28T06:00,335.3,0.0
PKS_0505_2019-08-28T06:00,335.42,0.2
PKS_0505_2019-08-28T06:00,336.58,0.2
PKS_0505_2019-08-28T06:00,336.82,0.2
PKS_0505_2019-08-28T06:00,346.38,0.2
PKS_0505_2019-08-28T06:00,346.62,0.2
PKS_0505_2019-08-28T06:00,347.67,0.0
PKS_0505_2019-08-28T06:00,347.9,0.0
PKS_0505_2019-08-28T06:00,347.78,0.2
PKS_0505_2019-08-28T06:00,348.02,0.2
PKS_0505_2019-08-28T06:00,349.18,0.2
PKS_0505_2019-08-28T06:00,349.07,0.0
PKS_0505_2019-08-28T06:00,349.42,0.2
PKS_0505_2019-08-28T06:00,349.3,0.0
PKS_0505_2019-08-28T06:00,350.58,0.2
PKS_0505_2019-08-28T06:00,350.47,0.0
PKS_0505_2019-08-28T06:00,350.82,0.2
PKS_0505_2019-08-28T06:00,351.87,0.0
PKS_0505_2019-08-28T06:00,352.1,0.0
PKS_0505_2019-08-28T06:00,347.08,1.41
PKS_0505_2019-08-28T06:00,346.97,1.21
PKS_0505_2019-08-28T06:00,347.32,1.41
PKS_0505_2019-08-28T06:00,347.2,1.21
PKS_0505_2019-08-28T06:00,350.47,2.42
PKS_0505_2019-08-28T06:00,350.7,2.42
PKS_0505_2019-08-28T06:00,355.48,1.41
PKS_0505_2019-08-28T06:00,355.37,1.21
PKS_0505_2019-08-28T06:00,355.72,1.41
PKS_0505_2019-08-28T06:00,355.6,1.21
PKS_0505_2019-08-28T06:00,356.88,1.41
PKS_0505_2019-08-28T06:00,356.77,1.21
PKS_0505_2019-08-28T06:00,357.12,1.41
PKS_0505_2019-08-28T06:00,357.0,1.21
PKS_0505_2019-08-28T06:00,358.28,1.41
PKS_0505_2019-08-28T06:00,358.17,1.21
PKS_0505_2019-08-28T06:00,358.52,1.41
PKS_0505_2019-08-28T06:00,358.4,1.21
PKS_0505_2019-08-28T06:00,359.68,1.41
PKS_0505_2019-08-28T06:00,359.92,1.41
PKS_0494_2019-08-08T03:00,239.87,-2.42
PKS_0494_2019-08-08T03:00,240.1,-2.42
PKS_0494_2019-08-08T03:00,238.58,-2.22
PKS_0494_2019-08-08T03:00,238.82,-2.22
PKS_0494_2019-08-08T03:00,239.98,-2.22
PKS_0494_2019-08-08T03:00,291.2,-3.64
PKS_0494_2019-08-08T03:00,246.87,-2.42
PKS_0494_2019-08-08T03:00,247.1,-2.42
PKS_0494_2019-08-08T03:00,246.98,-2.22
PKS_0494_2019-08-08T03:00,247.22,-2.22
PKS_0494_2019-08-08T03:00,249.67,-2.42
PKS_0494_2019-08-08T03:00,249.9,-2.42
PKS_0494_2019-08-08T03:00,348.48,-3.44
PKS_0494_2019-08-08T03:00,348.37,-3.64
PKS_0494_2019-08-08T03:00,348.72,-3.44
PKS_0494_2019-08-08T03:00,348.6,-3.64
PKS_0494_2019-08-08T03:00,349.77,-3.64
PKS_0494_2019-08-08T03:00,350.0,-3.64
PKS_0494_2019-08-08T03:00,353.27,-4.85
PKS_0494_2019-08-08T03:00,352.68,-5.86
PKS_0494_2019-08-08T03:00,352.92,-5.86
PKS_0494_2019-08-08T03:00,352.8,-6.06
PKS_0494_2019-08-08T03:00,353.97,-6.06
PKS_0494_2019-08-08T03:00,354.2,-6.06
PKS_0494_2019-08-08T03:00,7.58,5.05
PKS_0494_2019-08-08T03:00,7.47,4.85
PKS_0494_2019-08-08T03:00,7.82,5.05
PKS_0494_2019-08-08T03:00,7.7,4.85
PKS_0494_2019-08-08T03:00,8.87,4.85
PKS_0494_2019-08-08T03:00,9.1,4.85
PKS_0494_2019-08-08T03:00,9.92,3.84
PKS_0494_2019-08-08T03:00,10.97,3.64
PKS_0494_2019-08-08T03:00,12.48,3.84
PKS_0494_2019-08-08T03:00,12.72,3.84
PKS_0494_2019-08-08T03:00,12.6,3.64
PKS_0494_2019-08-08T03:00,13.77,3.64
PKS_0494_2019-08-08T03:00,15.28,3.84
PKS_0494_2019-08-08T03:00,15.17,3.64
PKS_0494_2019-08-08T03:00,15.52,3.84
PKS_0494_2019-08-08T03:00,15.4,3.64
PKS_0494_2019-08-08T03:00,16.57,3.64
PKS_0494_2019-08-08T03:00,16.92,3.84
PKS_0494_2019-08-08T03:00,24.27,2.42
PKS_0494_2019-08-08T03:00,24.38,2.63
PKS_0494_2019-08-08T03:00,24.5,2.42
PKS_0494_2019-08-08T03:00,24.62,2.63
PKS_0494_2019-08-08T03:00,25.67,2.42
PKS_0494_2019-08-08T03:00,25.9,2.42
PKS_0494_2019-08-08T03:00,27.07,2.42
PKS_0494_2019-08-08T03:00,27.3,2.42
PKS_0494_2019-08-08T03:00,27.42,2.63
PKS_0494_2019-08-08T03:00,28.47,2.42
PKS_0494_2019-08-08T03:00,28.7,2.42
PKS_0494_2019-08-08T03:00,28.82,2.63
PKS_0494_2019-08-08T03:00,29.87,2.42
PKS_0494_2019-08-08T03:00,29.98,2.63
PKS_0494_2019-08-08T03:00,30.1,2.42
PKS_0494_2019-08-08T03:00,30.22,2.63
PKS_0494_2019-08-08T03:00,31.62,2.63
PKS_0494_2019-08-08T03:00,32.78,2.63
PKS_0494_2019-08-08T03:00,32.9,2.42
PKS_0494_2019-08-08T03:00,33.02,2.63
PKS_0494_2019-08-08T03:00,34.42,2.63
PKS_0494_2019-08-08T03:00,35.47,2.42
PKS_0494_2019-08-08T03:00,35.58,2.63
PKS_0494_2019-08-08T03:00,35.7,2.42
PKS_0494_2019-08-08T03:00,36.87,2.42
PKS_0494_2019-08-08T03:00,36.98,2.63
PKS_0494_2019-08-08T03:00,37.22,2.63
PKS_0494_2019-08-08T03:00,38.27,2.42
PKS_0494_2019-08-08T03:00,54.48,1.41
PKS_0494_2019-08-08T03:00,54.6,1.21
PKS_0494_2019-08-08T03:00,54.72,1.41
PKS_0494_2019-08-08T03:00,55.77,1.21
PKS_0494_2019-08-08T03:00,55.88,1.41
PKS_0494_2019-08-08T03:00,56.0,1.21
PKS_0494_2019-08-08T03:00,56.12,1.41
PKS_0494_2019-08-08T03:00,57.52,1.41
PKS_0494_2019-08-08T03:00,38.38,2.63
PKS_0494_2019-08-08T03:00,38.5,2.42
PKS_0494_2019-08-08T03:00,38.62,2.63
PKS_0494_2019-08-08T03:00,39.67,2.42
PKS_0494_2019-08-08T03:00,40.02,2.63
PKS_0494_2019-08-08T03:00,41.07,2.42
PKS_0494_2019-08-08T03:00,41.18,2.63
PKS_0494_2019-08-08T03:00,41.3,2.42
PKS_0494_2019-08-08T03:00,41.42,2.63
PKS_0494_2019-08-08T03:00,42.47,2.42
PKS_0494_2019-08-08T03:00,42.7,2.42
PKS_0494_2019-08-08T03:00,353.62,-4.65
PKS_0494_2019-08-08T03:00,353.5,-4.85
PKS_0494_2019-08-08T03:00,354.67,-4.85
PKS_0494_2019-08-08T03:00,355.48,-5.86
PKS_0494_2019-08-08T03:00,356.88,-5.86
PKS_0494_2019-08-08T03:00,356.77,-6.06
PKS_0494_2019-08-08T03:00,357.12,-5.86
PKS_0494_2019-08-08T03:00,357.0,-6.06
PKS_0494_2019-08-08T03:00,355.37,-6.06
PKS_0494_2019-08-08T03:00,355.72,-5.86
PKS_0494_2019-08-08T03:00,355.6,-6.06
PKS_0494_2019-08-08T03:00,358.28,-5.86
PKS_0493_2019-08-07T03:00,237.07,-2.42
PKS_0493_2019-08-07T03:00,237.3,-2.42
PKS_0493_2019-08-07T03:00,235.78,-2.22
PKS_0493_2019-08-07T03:00,236.02,-2.22
PKS_0493_2019-08-07T03:00,237.18,-2.22
PKS_0493_2019-08-07T03:00,244.3,-2.42
PKS_0493_2019-08-07T03:00,242.78,-2.22
PKS_0493_2019-08-07T03:00,243.02,-2.22
PKS_0493_2019-08-07T03:00,244.18,-2.22
PKS_0493_2019-08-07T03:00,251.07,-2.42
PKS_0493_2019-08-07T03:00,251.3,-2.42
PKS_0493_2019-08-07T03:00,251.18,-2.22
PKS_0493_2019-08-07T03:00,252.47,-2.42
PKS_0493_2019-08-07T03:00,251.42,-2.22
PKS_0493_2019-08-07T03:00,347.08,-3.44
PKS_0493_2019-08-07T03:00,347.32,-3.44
PKS_0493_2019-08-07T03:00,351.98,-4.65
PKS_0493_2019-08-07T03:00,351.87,-4.85
PKS_0493_2019-08-07T03:00,352.22,-4.65
PKS_0493_2019-08-07T03:00,352.1,-4.85
PKS_0493_2019-08-07T03:00,4.9,4.85
PKS_0493_2019-08-07T03:00,6.88,6.26
PKS_0493_2019-08-07T03:00,6.77,6.06
PKS_0493_2019-08-07T03:00,6.07,4.85
PKS_0493_2019-08-07T03:00,7.12,6.26
PKS_0493_2019-08-07T03:00,7.0,6.06
PKS_0493_2019-08-07T03:00,8.28,3.84
PKS_0493_2019-08-07T03:00,8.52,3.84
PKS_0493_2019-08-07T03:00,8.4,3.64
PKS_0493_2019-08-07T03:00,9.68,3.84
PKS_0493_2019-08-07T03:00,9.57,3.64
PKS_0493_2019-08-07T03:00,9.8,3.64
PKS_0493_2019-08-07T03:00,17.38,2.63
PKS_0493_2019-08-07T03:00,17.62,2.63
PKS_0493_2019-08-07T03:00,17.5,2.42
PKS_0493_2019-08-07T03:00,18.78,2.63
PKS_0493_2019-08-07T03:00,18.67,2.42
PKS_0493_2019-08-07T03:00,18.9,2.42
PKS_0493_2019-08-07T03:00,19.02,2.63
PKS_0493_2019-08-07T03:00,20.07,2.42
PKS_0493_2019-08-07T03:00,20.18,2.63
PKS_0493_2019-08-07T03:00,20.3,2.42
PKS_0493_2019-08-07T03:00,20.42,2.63
PKS_0493_2019-08-07T03:00,21.47,2.42
PKS_0493_2019-08-07T03:00,21.58,2.63
PKS_0493_2019-08-07T03:00,22.87,2.42
PKS_0493_2019-08-07T03:00,22.98,2.63
PKS_0493_2019-08-07T03:00,23.1,2.42
PKS_0493_2019-08-07T03:00,23.22,2.63
PKS_0493_2019-08-07T03:00,32.32,1.41
PKS_0493_2019-08-07T03:00,33.48,1.41
PKS_0493_2019-08-07T03:00,33.6,1.21
PKS_0493_2019-08-07T03:00,33.72,1.41
PKS_0493_2019-08-07T03:00,34.77,1.21
PKS_0493_2019-08-07T03:00,36.17,1.21
PKS_0493_2019-08-07T03:00,36.4,1.21
PKS_0493_2019-08-07T03:00,36.28,1.41
PKS_0493_2019-08-07T03:00,36.52,1.41
PKS_0493_2019-08-07T03:00,37.68,1.41
PKS_0493_2019-08-07T03:00,37.8,1.21
PKS_0493_2019-08-07T03:00,37.92,1.41
PKS_0493_2019-08-07T03:00,39.2,1.21
PKS_0493_2019-08-07T03:00,39.32,1.41
PKS_0493_2019-08-07T03:00,40.37,1.21
PKS_0493_2019-08-07T03:00,40.48,1.41
PKS_0493_2019-08-07T03:00,41.77,1.21
PKS_0493_2019-08-07T03:00,41.88,1.41
PKS_0493_2019-08-07T03:00,42.0,1.21
PKS_0493_2019-08-07T03:00,42.12,1.41
PKS_0493_2019-08-07T03:00,43.17,1.21
PKS_0493_2019-08-07T03:00,43.28,1.41
PKS_0493_2019-08-07T03:00,43.4,1.21
PKS_0493_2019-08-07T03:00,44.57,1.21
PKS_0493_2019-08-07T03:00,44.8,1.21
PKS_0493_2019-08-07T03:00,44.68,1.41
PKS_0493_2019-08-07T03:00,44.92,1.41
PKS_0493_2019-08-07T03:00,46.32,1.41
PKS_0493_2019-08-07T03:00,55.42,0.2
PKS_0493_2019-08-07T03:00,56.47,0.0
PKS_0493_2019-08-07T03:00,56.58,0.2
PKS_0493_2019-08-07T03:00,47.48,1.41
PKS_0493_2019-08-07T03:00,47.6,1.21
PKS_0493_2019-08-07T03:00,56.7,0.0
PKS_0493_2019-08-07T03:00,56.82,0.2
PKS_0493_2019-08-07T03:00,57.87,0.0
PKS_0493_2019-08-07T03:00,58.22,0.2
PKS_0493_2019-08-07T03:00,47.72,1.41
PKS_0493_2019-08-07T03:00,48.77,1.21
PKS_0493_2019-08-07T03:00,48.88,1.41
PKS_0493_2019-08-07T03:00,49.0,1.21
PKS_0493_2019-08-07T03:00,49.12,1.41
PKS_0493_2019-08-07T03:00,50.17,1.21
PKS_0493_2019-08-07T03:00,50.28,1.41
PKS_0493_2019-08-07T03:00,50.4,1.21
PKS_0493_2019-08-07T03:00,50.52,1.41
PKS_0493_2019-08-07T03:00,51.57,1.21
PKS_0493_2019-08-07T03:00,51.68,1.41
PKS_0493_2019-08-07T03:00,51.8,1.21
PKS_0493_2019-08-07T03:00,51.92,1.41
PKS_0493_2019-08-07T03:00,52.97,1.21
PKS_0493_2019-08-07T03:00,53.08,1.41
PKS_0493_2019-08-07T03:00,53.2,1.21
PKS_0493_2019-08-07T03:00,54.37,1.21
PKS_0468_2019-06-20T21:00,304.62,-45.34
PKS_0468_2019-06-20T21:00,301.35,-46.56
PKS_0468_2019-06-20T21:00,305.43,-46.76
PKS_0468_2019-06-20T21:00,300.3,-45.55
PKS_0468_2019-06-20T21:00,301.35,-44.13
PKS_0468_2019-06-20T21:00,305.2,-44.33
PKS_0468_2019-06-20T21:00,305.32,-46.56
PKS_0468_2019-06-20T21:00,301.7,-45.55
PKS_0468_2019-06-20T21:00,304.5,-45.55
PKS_0468_2019-06-20T21:00,305.9,-45.55
PKS_0468_2019-06-20T21:00,302.52,-46.56
PKS_0468_2019-06-20T21:00,304.15,-46.56
PKS_0468_2019-06-20T21:00,305.55,-46.56
PKS_0468_2019-06-20T21:00,300.65,-45.34
PKS_0468_2019-06-20T21:00,301.82,-45.34
PKS_0468_2019-06-20T21:00,303.22,-45.34
PKS_0468_2019-06-20T21:00,306.13,-45.55
PKS_0468_2019-06-20T21:00,302.63,-44.33
PKS_0468_2019-06-20T21:00,302.52,-44.13
PKS_0468_2019-06-20T21:00,304.85,-45.34
PKS_0468_2019-06-20T21:00,299.6,-44.33
PKS_0468_2019-06-20T21:00,299.72,-46.56
PKS_0468_2019-06-20T21:00,301.23,-46.76
PKS_0468_2019-06-20T21:00,302.75,-46.56
PKS_0468_2019-06-20T21:00,303.8,-46.76
PKS_0468_2019-06-20T21:00,300.53,-45.55
PKS_0468_2019-06-20T21:00,301.93,-45.55
PKS_0468_2019-06-20T21:00,303.45,-45.34
PKS_0468_2019-06-20T21:00,304.73,-45.55
PKS_0468_2019-06-20T21:00,299.83,-44.33
PKS_0468_2019-06-20T21:00,301.23,-44.33
PKS_0468_2019-06-20T21:00,303.92,-44.13
PKS_0468_2019-06-20T21:00,301.0,-46.76
PKS_0468_2019-06-20T21:00,299.83,-46.76
PKS_0468_2019-06-20T21:00,299.95,-46.56
PKS_0468_2019-06-20T21:00,302.4,-46.76
PKS_0468_2019-06-20T21:00,303.92,-46.56
PKS_0468_2019-06-20T21:00,303.1,-45.55
PKS_0468_2019-06-20T21:00,303.33,-45.55
PKS_0468_2019-06-20T21:00,303.8,-44.33
PKS_0468_2019-06-20T21:00,299.6,-46.76
PKS_0468_2019-06-20T21:00,302.63,-46.76
PKS_0468_2019-06-20T21:00,300.42,-45.34
PKS_0468_2019-06-20T21:00,306.02,-45.34
PKS_0468_2019-06-20T21:00,299.72,-44.13
PKS_0468_2019-06-20T21:00,304.15,-44.13
PKS_0468_2019-06-20T21:00,305.43,-44.33
PKS_0468_2019-06-20T21:00,301.12,-46.56
PKS_0468_2019-06-20T21:00,302.05,-45.34
PKS_0468_2019-06-20T21:00,299.95,-44.13
PKS_0468_2019-06-20T21:00,301.12,-44.13
PKS_0468_2019-06-20T21:00,304.03,-44.33
PKS_0468_2019-06-20T21:00,304.03,-46.76
PKS_0468_2019-06-20T21:00,305.2,-46.76
PKS_0468_2019-06-20T21:00,306.25,-45.34
PKS_0468_2019-06-20T21:00,301.0,-44.33
PKS_0468_2019-06-20T21:00,302.4,-44.33
PKS_0468_2019-06-20T21:00,302.75,-44.13
PKS_0347_2018-08-23T00:00,311.27,-2.42
PKS_0347_2018-08-23T00:00,321.18,-2.22
