Pointing,GLat,GLong
PKS_0562_2020-01-14T17:00,260.87,-2.42
PKS_0562_2020-01-14T17:00,271.02,-2.22
PKS_0562_2020-01-14T17:00,357.12,-3.44
PKS_0562_2020-01-14T17:00,261.22,-2.22
PKS_0562_2020-01-14T17:00,262.5,-2.42
PKS_0562_2020-01-14T17:00,259.47,-2.42
PKS_0562_2020-01-14T17:00,264.02,-2.22
PKS_0562_2020-01-14T17:00,342.3,-2.42
PKS_0562_2020-01-14T17:00,356.77,-3.64
PKS_0562_2020-01-14T17:00,262.27,-2.42
PKS_0562_2020-01-14T17:00,265.07,-2.42
PKS_0562_2020-01-14T17:00,265.18,-2.22
PKS_0562_2020-01-14T17:00,272.07,-2.42
PKS_0562_2020-01-14T17:00,272.3,-2.42
PKS_0562_2020-01-14T17:00,355.6,6.06
PKS_0562_2020-01-14T17:00,270.78,-2.22
PKS_0562_2020-01-14T17:00,358.52,-3.44
PKS_0562_2020-01-14T17:00,261.1,-2.42
PKS_0562_2020-01-14T17:00,265.42,-2.22
PKS_0562_2020-01-14T17:00,270.9,-2.42
PKS_0562_2020-01-14T17:00,354.32,6.26
PKS_0562_2020-01-14T17:00,357.0,-3.64
PKS_0562_2020-01-14T17:00,342.42,-2.22
PKS_0562_2020-01-14T17:00,355.48,-3.44
PKS_0562_2020-01-14T17:00,358.28,-3.44
PKS_0562_2020-01-14T17:00,358.17,-3.64
PKS_0562_2020-01-14T17:00,359.57,-3.64
PKS_0562_2020-01-14T17:00,359.8,-3.64
PKS_0562_2020-01-14T17:00,259.7,-2.42
PKS_0562_2020-01-14T17:00,260.98,-2.22
PKS_0562_2020-01-14T17:00,355.72,-3.44
PKS_0562_2020-01-14T17:00,266.47,-2.42
PKS_0562_2020-01-14T17:00,270.9,-2.42
PKS_0562_2020-01-14T17:00,340.9,-2.42
PKS_0562_2020-01-14T17:00,342.18,-2.22
PKS_0562_2020-01-14T17:00,358.4,-3.64
PKS_0562_2020-01-14T17:00,359.68,-3.44
PKS_0569_2020-01-26T18:00,282.92,3.84
PKS_0569_2020-01-26T18:00,298.32,3.84
PKS_0569_2020-01-26T18:00,303.8,3.64
PKS_0569_2020-01-26T18:00,35.58,-2.22
PKS_0569_2020-01-26T18:00,291.2,3.64
PKS_0569_2020-01-26T18:00,277.08,1.41
PKS_0569_2020-01-26T18:00,279.3,2.42
PKS_0569_2020-01-26T18:00,279.42,2.63
PKS_0569_2020-01-26T18:00,288.4,3.64
PKS_0569_2020-01-26T18:00,314.88,6.26
PKS_0569_2020-01-26T18:00,274.87,2.42
PKS_0569_2020-01-26T18:00,287.12,3.84
PKS_0569_2020-01-26T18:00,299.48,3.84
PKS_0569_2020-01-26T18:00,301.12,3.84
PKS_0569_2020-01-26T18:00,280.7,2.42
PKS_0569_2020-01-26T18:00,276.27,2.42
PKS_0569_2020-01-26T18:00,286.88,3.84
PKS_0569_2020-01-26T18:00,288.17,3.64
PKS_0569_2020-01-26T18:00,291.32,3.84
PKS_0569_2020-01-26T18:00,300.88,3.84
PKS_0569_2020-01-26T18:00,274.98,2.63
PKS_0569_2020-01-26T18:00,275.22,2.63
PKS_0569_2020-01-26T18:00,301.0,3.64
PKS_0569_2020-01-26T18:00,303.57,3.64
PKS_0569_2020-01-26T18:00,35.47,-2.42
PKS_0569_2020-01-26T18:00,341.72,6.26
PKS_0569_2020-01-26T18:00,280.47,2.42
PKS_0569_2020-01-26T18:00,283.97,3.64
PKS_0569_2020-01-26T18:00,292.37,3.64
PKS_0569_2020-01-26T18:00,299.37,3.64
PKS_0569_2020-01-26T18:00,292.48,3.84
PKS_0569_2020-01-26T18:00,300.77,3.64
PKS_0569_2020-01-26T18:00,341.6,6.06
PKS_0569_2020-01-26T18:00,280.82,2.63
PKS_0569_2020-01-26T18:00,284.2,3.64
PKS_0569_2020-01-26T18:00,291.08,3.84
PKS_0569_2020-01-26T18:00,292.6,3.64
PKS_0569_2020-01-26T18:00,299.72,3.84
PKS_0569_2020-01-26T18:00,302.52,3.84
PKS_0569_2020-01-26T18:00,342.77,6.06
PKS_0569_2020-01-26T18:00,343.0,6.06
PKS_0569_2020-01-26T18:00,275.1,2.42
PKS_0569_2020-01-26T18:00,282.68,3.84
PKS_0569_2020-01-26T18:00,286.07,2.42
PKS_0569_2020-01-26T18:00,299.6,3.64
PKS_0569_2020-01-26T18:00,302.28,3.84
PKS_0569_2020-01-26T18:00,280.58,2.63
PKS_0569_2020-01-26T18:00,282.8,3.64
PKS_0569_2020-01-26T18:00,287.0,3.64
PKS_0569_2020-01-26T18:00,290.97,3.64
PKS_0569_2020-01-26T18:00,302.17,3.64
PKS_0569_2020-01-26T18:00,302.4,3.64
PKS_0569_2020-01-26T18:00,303.68,3.84
PKS_0336_2018-08-04T13:00,333.67,-2.42
PKS_0336_2018-08-04T13:00,333.9,-2.42
PKS_0336_2018-08-04T13:00,337.52,-3.44
PKS_0336_2018-08-04T13:00,341.48,-3.44
PKS_0336_2018-08-04T13:00,351.87,-2.42
PKS_0336_2018-08-04T13:00,279.3,-38.73
PKS_0336_2018-08-04T13:00,282.33,-38.73
PKS_0336_2018-08-04T13:00,282.22,-38.53
PKS_0336_2018-08-04T13:00,282.45,-38.53
PKS_0336_2018-08-04T13:00,283.73,-38.73
PKS_0336_2018-08-04T13:00,284.9,-38.73
PKS_0336_2018-08-04T13:00,285.25,-38.53
PKS_0336_2018-08-04T13:00,286.65,-38.53
PKS_0336_2018-08-04T13:00,288.05,-38.53
PKS_0336_2018-08-04T13:00,273.0,-37.52
PKS_0336_2018-08-04T13:00,274.52,-37.31
PKS_0336_2018-08-04T13:00,275.8,-37.52
PKS_0336_2018-08-04T13:00,276.15,-37.31
PKS_0336_2018-08-04T13:00,277.43,-37.52
PKS_0336_2018-08-04T13:00,278.6,-37.52
PKS_0336_2018-08-04T13:00,200.9,0.0
PKS_0336_2018-08-04T13:00,204.4,1.21
PKS_0336_2018-08-04T13:00,202.88,1.41
PKS_0336_2018-08-04T13:00,228.08,1.41
PKS_0336_2018-08-04T13:00,204.52,1.41
PKS_0336_2018-08-04T13:00,229.6,1.21
PKS_0336_2018-08-04T13:00,229.72,1.41
PKS_0336_2018-08-04T13:00,228.32,1.41
PKS_0336_2018-08-04T13:00,235.08,1.41
PKS_0336_2018-08-04T13:00,237.77,1.21
PKS_0336_2018-08-04T13:00,342.88,-3.44
PKS_0336_2018-08-04T13:00,352.1,-2.42
PKS_0336_2018-08-04T13:00,278.02,-38.53
PKS_0336_2018-08-04T13:00,278.25,-38.53
PKS_0336_2018-08-04T13:00,280.93,-38.73
PKS_0336_2018-08-04T13:00,283.5,-38.73
PKS_0336_2018-08-04T13:00,283.62,-38.53
PKS_0336_2018-08-04T13:00,285.02,-38.53
PKS_0336_2018-08-04T13:00,277.32,-37.31
PKS_0336_2018-08-04T13:00,278.83,-37.52
PKS_0336_2018-08-04T13:00,278.95,-37.31
PKS_0336_2018-08-04T13:00,201.02,0.2
PKS_0336_2018-08-04T13:00,204.17,1.21
PKS_0336_2018-08-04T13:00,203.12,1.41
PKS_0336_2018-08-04T13:00,187.6,1.21
PKS_0336_2018-08-04T13:00,226.92,1.41
PKS_0336_2018-08-04T13:00,233.8,1.21
PKS_0336_2018-08-04T13:00,233.92,1.41
PKS_0336_2018-08-04T13:00,235.2,1.21
PKS_0336_2018-08-04T13:00,236.37,1.21
PKS_0336_2018-08-04T13:00,335.88,-3.44
PKS_0336_2018-08-04T13:00,336.0,-3.64
PKS_0336_2018-08-04T13:00,337.4,-3.64
PKS_0336_2018-08-04T13:00,350.58,-2.22
PKS_0336_2018-08-04T13:00,350.47,-2.42
PKS_0336_2018-08-04T13:00,350.7,-2.42
PKS_0336_2018-08-04T13:00,278.13,-38.73
PKS_0336_2018-08-04T13:00,279.53,-38.73
PKS_0336_2018-08-04T13:00,280.82,-38.53
PKS_0336_2018-08-04T13:00,282.1,-38.73
PKS_0336_2018-08-04T13:00,283.85,-38.53
PKS_0336_2018-08-04T13:00,285.13,-38.73
PKS_0336_2018-08-04T13:00,286.3,-38.73
PKS_0336_2018-08-04T13:00,287.93,-38.73
PKS_0336_2018-08-04T13:00,287.82,-38.53
PKS_0336_2018-08-04T13:00,273.35,-37.31
PKS_0336_2018-08-04T13:00,274.4,-37.52
PKS_0336_2018-08-04T13:00,277.2,-37.52
PKS_0336_2018-08-04T13:00,187.72,1.41
PKS_0336_2018-08-04T13:00,204.28,1.41
PKS_0336_2018-08-04T13:00,230.77,1.21
PKS_0336_2018-08-04T13:00,234.97,1.21
PKS_0336_2018-08-04T13:00,236.6,1.21
PKS_0336_2018-08-04T13:00,235.32,1.41
PKS_0336_2018-08-04T13:00,337.28,-3.44
PKS_0336_2018-08-04T13:00,337.17,-3.64
PKS_0336_2018-08-04T13:00,341.72,-3.44
PKS_0336_2018-08-04T13:00,350.82,-2.22
PKS_0336_2018-08-04T13:00,279.42,-38.53
PKS_0336_2018-08-04T13:00,279.65,-38.53
PKS_0336_2018-08-04T13:00,280.7,-38.73
PKS_0336_2018-08-04T13:00,281.05,-38.53
PKS_0336_2018-08-04T13:00,287.7,-38.73
PKS_0336_2018-08-04T13:00,273.23,-37.52
PKS_0336_2018-08-04T13:00,273.12,-37.31
PKS_0336_2018-08-04T13:00,274.63,-37.52
PKS_0336_2018-08-04T13:00,274.75,-37.31
PKS_0336_2018-08-04T13:00,276.03,-37.52
PKS_0336_2018-08-04T13:00,275.92,-37.31
PKS_0336_2018-08-04T13:00,277.55,-37.31
PKS_0336_2018-08-04T13:00,278.72,-37.31
PKS_0336_2018-08-04T13:00,202.3,0.0
PKS_0336_2018-08-04T13:00,202.07,0.0
PKS_0336_2018-08-04T13:00,202.18,0.2
PKS_0336_2018-08-04T13:00,227.97,1.21
PKS_0554_2019-12-27T14:00,264.48,6.26
PKS_0554_2019-12-27T14:00,359.1,4.85
PKS_0554_2019-12-27T14:00,354.67,-4.85
PKS_0554_2019-12-27T14:00,355.02,-4.65
PKS_0554_2019-12-27T14:00,356.42,-4.65
PKS_0554_2019-12-27T14:00,286.42,-4.65
PKS_0554_2019-12-27T14:00,288.98,-4.65
PKS_0554_2019-12-27T14:00,287.47,-2.42
PKS_0554_2019-12-27T14:00,287.82,-2.22
PKS_0554_2019-12-27T14:00,290.27,-2.42
PKS_0554_2019-12-27T14:00,256.2,6.06
PKS_0554_2019-12-27T14:00,257.72,6.26
PKS_0554_2019-12-27T14:00,260.17,6.06
PKS_0554_2019-12-27T14:00,260.52,6.26
PKS_0554_2019-12-27T14:00,261.8,6.06
PKS_0554_2019-12-27T14:00,262.97,6.06
PKS_0554_2019-12-27T14:00,263.2,6.06
PKS_0554_2019-12-27T14:00,263.08,6.26
PKS_0554_2019-12-27T14:00,315.12,6.26
PKS_0554_2019-12-27T14:00,316.17,6.06
PKS_0554_2019-12-27T14:00,316.4,6.06
PKS_0554_2019-12-27T14:00,51.68,6.26
PKS_0554_2019-12-27T14:00,317.92,6.26
PKS_0554_2019-12-27T14:00,320.48,6.26
PKS_0554_2019-12-27T14:00,359.22,5.05
PKS_0554_2019-12-27T14:00,286.18,-4.65
PKS_0554_2019-12-27T14:00,287.47,-4.85
PKS_0554_2019-12-27T14:00,287.7,-4.85
PKS_0554_2019-12-27T14:00,284.78,-2.22
PKS_0554_2019-12-27T14:00,289.1,-4.85
PKS_0554_2019-12-27T14:00,286.3,-2.42
PKS_0554_2019-12-27T14:00,286.42,-2.22
PKS_0554_2019-12-27T14:00,287.7,-2.42
PKS_0554_2019-12-27T14:00,287.58,-2.22
PKS_0554_2019-12-27T14:00,292.02,-2.22
PKS_0554_2019-12-27T14:00,254.92,6.26
PKS_0554_2019-12-27T14:00,255.97,6.06
PKS_0554_2019-12-27T14:00,257.48,6.26
PKS_0554_2019-12-27T14:00,258.88,6.26
PKS_0554_2019-12-27T14:00,260.28,6.26
PKS_0554_2019-12-27T14:00,261.57,6.06
PKS_0554_2019-12-27T14:00,357.58,-4.65
PKS_0554_2019-12-27T14:00,357.82,-4.65
PKS_0554_2019-12-27T14:00,34.42,-2.22
PKS_0554_2019-12-27T14:00,35.7,-2.42
PKS_0554_2019-12-27T14:00,51.8,6.06
PKS_0554_2019-12-27T14:00,317.57,6.06
PKS_0554_2019-12-27T14:00,318.97,6.06
PKS_0554_2019-12-27T14:00,319.08,6.26
PKS_0554_2019-12-27T14:00,320.72,6.26
PKS_0554_2019-12-27T14:00,321.88,6.26
PKS_0554_2019-12-27T14:00,322.0,6.06
PKS_0554_2019-12-27T14:00,323.17,6.06
PKS_0554_2019-12-27T14:00,264.6,6.06
PKS_0554_2019-12-27T14:00,264.72,6.26
PKS_0554_2019-12-27T14:00,265.77,6.06
PKS_0554_2019-12-27T14:00,357.58,5.05
PKS_0554_2019-12-27T14:00,354.9,-4.85
PKS_0554_2019-12-27T14:00,356.07,-4.85
PKS_0554_2019-12-27T14:00,356.3,-4.85
PKS_0554_2019-12-27T14:00,359.1,-4.85
PKS_0554_2019-12-27T14:00,356.18,-4.65
PKS_0554_2019-12-27T14:00,287.58,-4.65
PKS_0554_2019-12-27T14:00,285.02,-2.22
PKS_0554_2019-12-27T14:00,286.07,-2.42
PKS_0554_2019-12-27T14:00,286.18,-2.22
PKS_0554_2019-12-27T14:00,288.87,-2.42
PKS_0554_2019-12-27T14:00,289.1,-2.42
PKS_0554_2019-12-27T14:00,289.22,-2.22
PKS_0554_2019-12-27T14:00,290.62,-2.22
PKS_0554_2019-12-27T14:00,291.67,-2.42
PKS_0554_2019-12-27T14:00,291.9,-2.42
PKS_0554_2019-12-27T14:00,293.3,-2.42
PKS_0554_2019-12-27T14:00,257.6,6.06
PKS_0554_2019-12-27T14:00,258.77,6.06
PKS_0554_2019-12-27T14:00,259.0,6.06
PKS_0554_2019-12-27T14:00,261.68,6.26
PKS_0554_2019-12-27T14:00,263.32,6.26
PKS_0554_2019-12-27T14:00,264.37,6.06
PKS_0554_2019-12-27T14:00,357.7,-4.85
PKS_0554_2019-12-27T14:00,35.58,-2.22
PKS_0554_2019-12-27T14:00,316.28,6.26
PKS_0554_2019-12-27T14:00,316.52,6.26
PKS_0554_2019-12-27T14:00,317.8,6.06
PKS_0554_2019-12-27T14:00,319.32,6.26
PKS_0554_2019-12-27T14:00,320.37,6.06
PKS_0554_2019-12-27T14:00,320.6,6.06
PKS_0554_2019-12-27T14:00,321.77,6.06
PKS_0554_2019-12-27T14:00,357.7,4.85
PKS_0554_2019-12-27T14:00,287.82,-4.65
PKS_0554_2019-12-27T14:00,288.87,-4.85
PKS_0554_2019-12-27T14:00,289.22,-4.65
PKS_0554_2019-12-27T14:00,288.98,-2.22
PKS_0554_2019-12-27T14:00,290.5,-2.42
PKS_0554_2019-12-27T14:00,290.38,-2.22
PKS_0554_2019-12-27T14:00,291.78,-2.22
PKS_0554_2019-12-27T14:00,293.07,-2.42
PKS_0554_2019-12-27T14:00,293.18,-2.22
PKS_0554_2019-12-27T14:00,293.42,-2.22
PKS_0554_2019-12-27T14:00,259.12,6.26
PKS_0554_2019-12-27T14:00,261.92,6.26
PKS_0554_2019-12-27T14:00,357.47,-4.85
PKS_0554_2019-12-27T14:00,314.88,6.26
PKS_0554_2019-12-27T14:00,34.18,-2.22
PKS_0554_2019-12-27T14:00,35.47,-2.42
PKS_0554_2019-12-27T14:00,317.68,6.26
PKS_0554_2019-12-27T14:00,319.2,6.06
PKS_0554_2019-12-27T14:00,322.12,6.26
PKS_0558_2020-01-04T07:00,263.32,1.41
PKS_0312_2018-06-06T13:00,21.7,-2.42
PKS_0312_2018-06-06T13:00,22.98,-2.22
PKS_0312_2018-06-06T13:00,22.87,-2.42
PKS_0312_2018-06-06T13:00,23.22,-2.22
PKS_0312_2018-06-06T13:00,23.1,-2.42
PKS_0312_2018-06-06T13:00,24.27,-2.42
PKS_0312_2018-06-06T13:00,24.38,-2.22
PKS_0312_2018-06-06T13:00,24.5,-2.42
PKS_0312_2018-06-06T13:00,24.62,-2.22
PKS_0312_2018-06-06T13:00,25.67,-2.42
PKS_0312_2018-06-06T13:00,25.78,-2.22
PKS_0312_2018-06-06T13:00,25.9,-2.42
PKS_0312_2018-06-06T13:00,26.02,-2.22
PKS_0312_2018-06-06T13:00,27.07,-2.42
PKS_0312_2018-06-06T13:00,27.18,-2.22
PKS_0312_2018-06-06T13:00,27.3,-2.42
PKS_0312_2018-06-06T13:00,27.42,-2.22
PKS_0312_2018-06-06T13:00,28.47,-2.42
PKS_0312_2018-06-06T13:00,28.58,-2.22
PKS_0312_2018-06-06T13:00,28.7,-2.42
PKS_0312_2018-06-06T13:00,28.82,-2.22
PKS_0312_2018-06-06T13:00,29.87,-2.42
PKS_0312_2018-06-06T13:00,29.98,-2.22
PKS_0312_2018-06-06T13:00,30.1,-2.42
PKS_0312_2018-06-06T13:00,30.22,-2.22
PKS_0312_2018-06-06T13:00,31.27,-2.42
PKS_0312_2018-06-06T13:00,31.38,-2.22
PKS_0312_2018-06-06T13:00,31.5,-2.42
PKS_0312_2018-06-06T13:00,31.62,-2.22
PKS_0312_2018-06-06T13:00,32.67,-2.42
PKS_0312_2018-06-06T13:00,32.67,-2.42
PKS_0312_2018-06-06T13:00,32.78,-2.22
PKS_0312_2018-06-06T13:00,32.9,-2.42
PKS_0312_2018-06-06T13:00,33.02,-2.22
PKS_0312_2018-06-06T13:00,34.07,-2.42
PKS_0312_2018-06-06T13:00,34.18,-2.22
PKS_0312_2018-06-06T13:00,34.3,-2.42
PKS_0312_2018-06-06T13:00,34.42,-2.22
PKS_0312_2018-06-06T13:00,35.47,-2.42
PKS_0312_2018-06-06T13:00,35.58,-2.22
PKS_0312_2018-06-06T13:00,233.8,-56.09
PKS_0312_2018-06-06T13:00,234.03,-56.09
PKS_0312_2018-06-06T13:00,233.92,-55.89
PKS_0312_2018-06-06T13:00,234.15,-55.89
PKS_0312_2018-06-06T13:00,235.2,-56.09
PKS_0312_2018-06-06T13:00,235.43,-56.09
PKS_0312_2018-06-06T13:00,235.32,-55.89
PKS_0572_2020-02-01T20:00,288.17,6.06
PKS_0572_2020-02-01T20:00,288.4,6.06
PKS_0572_2020-02-01T20:00,288.28,6.26
PKS_0572_2020-02-01T20:00,291.32,6.26
PKS_0572_2020-02-01T20:00,292.37,6.06
PKS_0572_2020-02-01T20:00,292.48,6.26
PKS_0349_2018-08-25T02:00,272.77,1.21
PKS_0349_2018-08-25T02:00,273.0,1.21
PKS_0349_2018-08-25T02:00,272.88,1.41
PKS_0349_2018-08-25T02:00,273.12,1.41
PKS_0349_2018-08-25T02:00,277.32,1.41
PKS_0349_2018-08-25T02:00,278.37,1.21
PKS_0349_2018-08-25T02:00,276.38,2.63
PKS_0349_2018-08-25T02:00,278.6,1.21
PKS_0349_2018-08-25T02:00,276.62,2.63
PKS_0349_2018-08-25T02:00,278.48,1.41
PKS_0349_2018-08-25T02:00,278.72,1.41
PKS_0349_2018-08-25T02:00,287.12,1.41
PKS_0349_2018-08-25T02:00,281.87,2.42
PKS_0349_2018-08-25T02:00,295.98,2.63
PKS_0349_2018-08-25T02:00,296.1,2.42
PKS_0349_2018-08-25T02:00,296.22,2.63
PKS_0349_2018-08-25T02:00,304.27,2.42
PKS_0349_2018-08-25T02:00,304.38,2.63
PKS_0349_2018-08-25T02:00,304.5,2.42
PKS_0349_2018-08-25T02:00,304.62,2.63
PKS_0349_2018-08-25T02:00,305.67,2.42
PKS_0349_2018-08-25T02:00,305.9,2.42
PKS_0349_2018-08-25T02:00,307.07,2.42
PKS_0349_2018-08-25T02:00,307.18,2.63
PKS_0349_2018-08-25T02:00,307.3,2.42
PKS_0349_2018-08-25T02:00,307.42,2.63
PKS_0349_2018-08-25T02:00,308.47,2.42
PKS_0349_2018-08-25T02:00,308.7,2.42
PKS_0349_2018-08-25T02:00,311.38,2.63
PKS_0349_2018-08-25T02:00,311.5,2.42
PKS_0349_2018-08-25T02:00,311.62,2.63
PKS_0349_2018-08-25T02:00,312.67,2.42
PKS_0349_2018-08-25T02:00,312.9,2.42
PKS_0349_2018-08-25T02:00,351.87,2.42
PKS_0349_2018-08-25T02:00,352.22,2.63
PKS_0349_2018-08-25T02:00,352.1,2.42
PKS_0349_2018-08-25T02:00,353.27,2.42
PKS_0349_2018-08-25T02:00,353.5,2.42
PKS_0335_2018-08-03T12:00,317.57,-3.64
PKS_0335_2018-08-03T12:00,317.68,-3.44
PKS_0335_2018-08-03T12:00,317.8,-3.64
PKS_0335_2018-08-03T12:00,317.92,-3.44
PKS_0335_2018-08-03T12:00,318.97,-3.64
PKS_0335_2018-08-03T12:00,319.2,-3.64
PKS_0335_2018-08-03T12:00,321.77,-3.64
PKS_0335_2018-08-03T12:00,321.88,-3.44
PKS_0335_2018-08-03T12:00,322.0,-3.64
PKS_0335_2018-08-03T12:00,322.12,-3.44
PKS_0335_2018-08-03T12:00,323.17,-3.64
PKS_0335_2018-08-03T12:00,323.4,-3.64
PKS_0335_2018-08-03T12:00,329.12,-3.44
PKS_0335_2018-08-03T12:00,330.17,-3.64
PKS_0335_2018-08-03T12:00,330.4,-3.64
PKS_0335_2018-08-03T12:00,330.52,-3.44
PKS_0335_2018-08-03T12:00,331.57,-3.64
PKS_0335_2018-08-03T12:00,338.57,-3.64
PKS_0335_2018-08-03T12:00,338.8,-3.64
PKS_0335_2018-08-03T12:00,339.97,-3.64
PKS_0335_2018-08-03T12:00,340.2,-3.64
PKS_0335_2018-08-03T12:00,341.37,-3.64
PKS_0335_2018-08-03T12:00,341.6,-3.64
PKS_0335_2018-08-03T12:00,286.65,-38.53
PKS_0335_2018-08-03T12:00,287.7,-38.73
PKS_0335_2018-08-03T12:00,287.93,-38.73
PKS_0335_2018-08-03T12:00,287.82,-38.53
PKS_0335_2018-08-03T12:00,288.05,-38.53
PKS_0335_2018-08-03T12:00,273.0,-37.52
PKS_0335_2018-08-03T12:00,273.23,-37.52
PKS_0335_2018-08-03T12:00,273.12,-37.31
PKS_0335_2018-08-03T12:00,273.35,-37.31
PKS_0335_2018-08-03T12:00,274.4,-37.52
PKS_0335_2018-08-03T12:00,274.63,-37.52
PKS_0335_2018-08-03T12:00,274.75,-37.31
PKS_0335_2018-08-03T12:00,275.8,-37.52
PKS_0335_2018-08-03T12:00,276.03,-37.52
PKS_0335_2018-08-03T12:00,275.92,-37.31
PKS_0335_2018-08-03T12:00,276.15,-37.31
PKS_0335_2018-08-03T12:00,277.2,-37.52
PKS_0335_2018-08-03T12:00,277.43,-37.52
PKS_0335_2018-08-03T12:00,277.32,-37.31
PKS_0335_2018-08-03T12:00,277.55,-37.31
PKS_0335_2018-08-03T12:00,278.6,-37.52
PKS_0335_2018-08-03T12:00,278.83,-37.52
PKS_0335_2018-08-03T12:00,278.72,-37.31
PKS_0335_2018-08-03T12:00,278.95,-37.31
PKS_0335_2018-08-03T12:00,280.0,-37.52
PKS_0335_2018-08-03T12:00,280.23,-37.52
PKS_0335_2018-08-03T12:00,280.12,-37.31
PKS_0335_2018-08-03T12:00,281.4,-37.52
PKS_0335_2018-08-03T12:00,281.63,-37.52
PKS_0335_2018-08-03T12:00,281.52,-37.31
PKS_0335_2018-08-03T12:00,281.75,-37.31
PKS_0335_2018-08-03T12:00,282.8,-37.52
PKS_0335_2018-08-03T12:00,283.03,-37.52
PKS_0335_2018-08-03T12:00,282.92,-37.31
PKS_0335_2018-08-03T12:00,283.15,-37.31
PKS_0335_2018-08-03T12:00,284.2,-37.52
PKS_0335_2018-08-03T12:00,284.43,-37.52
PKS_0335_2018-08-03T12:00,284.32,-37.31
PKS_0335_2018-08-03T12:00,284.55,-37.31
PKS_0335_2018-08-03T12:00,285.6,-37.52
PKS_0335_2018-08-03T12:00,285.83,-37.52
PKS_0335_2018-08-03T12:00,285.72,-37.31
PKS_0335_2018-08-03T12:00,285.95,-37.31
PKS_0335_2018-08-03T12:00,287.0,-37.52
PKS_0335_2018-08-03T12:00,287.23,-37.52
PKS_0335_2018-08-03T12:00,287.12,-37.31
PKS_0335_2018-08-03T12:00,233.1,-2.42
PKS_0335_2018-08-03T12:00,232.87,-2.42
PKS_0335_2018-08-03T12:00,232.98,-2.22
PKS_0335_2018-08-03T12:00,233.22,-2.22
PKS_0335_2018-08-03T12:00,227.62,-2.22
PKS_0335_2018-08-03T12:00,227.38,-2.22
PKS_0335_2018-08-03T12:00,234.27,-2.42
PKS_0335_2018-08-03T12:00,234.5,-2.42
PKS_0335_2018-08-03T12:00,235.67,-2.42
PKS_0335_2018-08-03T12:00,234.38,-2.22
PKS_0335_2018-08-03T12:00,234.62,-2.22
PKS_0335_2018-08-03T12:00,238.58,-2.22
PKS_0335_2018-08-03T12:00,239.87,-2.42
PKS_0335_2018-08-03T12:00,240.1,-2.42
PKS_0335_2018-08-03T12:00,241.27,-2.42
PKS_0335_2018-08-03T12:00,238.82,-2.22
PKS_0335_2018-08-03T12:00,239.98,-2.22
PKS_0335_2018-08-03T12:00,240.22,-2.22
PKS_0335_2018-08-03T12:00,241.5,-2.42
PKS_0335_2018-08-03T12:00,242.67,-2.42
PKS_0335_2018-08-03T12:00,241.38,-2.22
PKS_0335_2018-08-03T12:00,241.62,-2.22
PKS_0335_2018-08-03T12:00,242.78,-2.22
PKS_0335_2018-08-03T12:00,243.02,-2.22
PKS_0335_2018-08-03T12:00,248.27,-2.42
PKS_0561_2020-01-13T17:00,242.9,2.42
PKS_0561_2020-01-13T17:00,291.78,-4.65
PKS_0561_2020-01-13T17:00,292.02,-4.65
PKS_0561_2020-01-13T17:00,293.07,-4.85
PKS_0561_2020-01-13T17:00,293.3,-4.85
PKS_0561_2020-01-13T17:00,293.18,-4.65
PKS_0561_2020-01-13T17:00,293.42,-4.65
PKS_0561_2020-01-13T17:00,294.47,-4.85
PKS_0561_2020-01-13T17:00,294.7,-4.85
PKS_0561_2020-01-13T17:00,294.58,-4.65
PKS_0561_2020-01-13T17:00,294.82,-4.65
PKS_0561_2020-01-13T17:00,295.87,-4.85
PKS_0561_2020-01-13T17:00,296.1,-4.85
PKS_0561_2020-01-13T17:00,295.98,-4.65
PKS_0561_2020-01-13T17:00,296.22,-4.65
PKS_0561_2020-01-13T17:00,297.27,-4.85
PKS_0561_2020-01-13T17:00,297.38,-4.65
PKS_0561_2020-01-13T17:00,297.5,-4.85
PKS_0561_2020-01-13T17:00,297.62,-4.65
PKS_0561_2020-01-13T17:00,307.77,-3.64
PKS_0561_2020-01-13T17:00,307.88,-3.44
PKS_0561_2020-01-13T17:00,308.0,-3.64
PKS_0561_2020-01-13T17:00,308.12,-3.44
PKS_0561_2020-01-13T17:00,316.28,-3.44
PKS_0561_2020-01-13T17:00,327.48,-3.44
PKS_0561_2020-01-13T17:00,305.67,-2.42
PKS_0561_2020-01-13T17:00,327.72,-3.44
PKS_0561_2020-01-13T17:00,359.68,-3.44
PKS_0561_2020-01-13T17:00,359.57,-3.64
PKS_0561_2020-01-13T17:00,359.92,-3.44
PKS_0561_2020-01-13T17:00,359.8,-3.64
PKS_0561_2020-01-13T17:00,307.07,-2.42
PKS_0561_2020-01-13T17:00,322.12,1.41
PKS_0561_2020-01-13T17:00,323.17,1.21
PKS_0561_2020-01-13T17:00,332.27,-2.42
PKS_0561_2020-01-13T17:00,332.5,-2.42
PKS_0561_2020-01-13T17:00,344.98,-2.22
PKS_0561_2020-01-13T17:00,323.28,1.41
PKS_0561_2020-01-13T17:00,323.4,1.21
PKS_0561_2020-01-13T17:00,323.52,1.41
PKS_0561_2020-01-13T17:00,324.57,1.21
PKS_0561_2020-01-13T17:00,324.68,1.41
PKS_0561_2020-01-13T17:00,324.8,1.21
PKS_0561_2020-01-13T17:00,324.92,1.41
PKS_0561_2020-01-13T17:00,325.97,1.21
PKS_0561_2020-01-13T17:00,326.08,1.41
